0,22.0337,32.608,
0.000266667,22.1252,32.6586,
0.000533333,22.0642,32.692,
0.0008,22.0642,32.7148,
0.00106667,22.0642,32.7459,
0.00133333,22.0642,32.7842,
0.0016,22.0947,32.8113,
0.00186667,22.0032,32.8562,
0.00213333,22.0947,32.9001,
0.0024,22.0032,32.9414,
0.00266667,22.0337,32.9905,
0.00293333,22.0642,33.018,
0.0032,22.0337,33.0481,
0.00346667,22.0642,33.0781,
0.00373333,22.0337,33.1063,
0.004,22.0947,33.1261,
0.00426667,22.0642,33.1629,
0.00453333,22.0642,33.1954,
0.0048,22.0642,33.2125,
0.00506667,22.1558,33.2509,
0.00533333,22.0642,33.2816,
0.0056,22.0642,33.2977,
0.00586667,22.0642,33.3125,
0.00613333,22.0337,33.3411,
0.0064,22.0947,33.3619,
0.00666667,22.0947,33.3826,
0.00693333,22.0642,33.4067,
0.0072,22.1558,33.4259,
0.00746667,22.1558,33.4508,
0.00773333,22.0642,33.4685,
0.008,22.0337,33.4862,
0.00826667,22.0337,33.517,
0.00853333,22.0947,33.5518,
0.0088,22.0337,33.5855,
0.00906667,22.1863,33.6075,
0.00933333,22.0947,33.6354,
0.0096,22.0642,33.6552,
0.00986667,22.0642,33.6809,
0.0101333,22.0642,33.7001,
0.0104,22.0642,33.725,
0.0106667,22.1252,33.7487,
0.0109333,22.0337,33.7615,
0.0112,22.0947,33.779,
0.0114667,22.0642,33.7958,
0.0117333,22.0642,33.8258,
0.012,22.0642,33.8517,
0.0122667,22.1252,33.8726,
0.0125333,22.0947,33.8937,
0.0128,22.0947,33.9194,
0.0130667,22.0337,33.9454,
0.0133333,22.0337,33.9746,
0.0136,22.0642,34.0393,
0.0138667,22.0947,34.1,
0.0141333,22.0642,34.1693,
0.0144,22.0642,34.2459,
0.0146667,22.0947,34.3005,
0.0149333,22.0947,34.3597,
0.0152,22.0947,34.4153,
0.0154667,22.1863,34.4662,
0.0157333,22.1252,34.5105,
0.016,22.0642,34.5703,
0.0162667,22.1252,34.6204,
0.0165333,22.0642,34.6713,
0.0168,22.1252,34.7168,
0.0170667,22.1558,34.7614,
0.0173333,22.0947,34.8059,
0.0176,22.0947,34.841,
0.0178667,22.1558,34.8813,
0.0181333,22.1252,34.9316,
0.0184,22.1558,34.9664,
0.0186667,22.0947,35.0211,
0.0189333,22.0947,35.062,
0.0192,22.0642,35.087,
0.0194667,22.0642,35.1132,
0.0197333,22.0642,35.148,
0.02,22.0947,35.1578,
0.0202667,22.0642,35.1828,
0.0205333,22.0947,35.1944,
0.0208,22.1252,35.2042,
0.0210667,22.0642,35.2094,
0.0213333,22.0337,35.2094,
0.0216,22.0337,35.2097,
0.0218667,22.1252,35.1965,
0.0221333,22.1252,35.1788,
0.0224,22.0642,35.1535,
0.0226667,22.0947,35.1132,
0.0229333,22.0947,35.0873,
0.0232,22.1252,35.0531,
0.0234667,22.0642,35.0031,
0.0237333,22.1252,34.9475,
0.024,22.0642,34.8734,
0.0242667,22.0947,34.798,
0.0245333,22.0642,34.7113,
0.0248,22.1252,34.6109,
0.0250667,22.0947,34.5206,
0.0253333,22.0947,34.4101,
0.0256,22.0337,34.2905,
0.0258667,22.0947,34.1525,
0.0261333,22.0947,34.0018,
0.0264,22.1558,33.8461,
0.0266667,22.0947,33.6911,
0.0269333,22.0642,33.5178,
0.0272,22.1252,33.3408,
0.0274667,22.0947,33.1656,
0.0277333,22.1558,32.9803,
0.028,22.0947,32.775,
0.0282667,22.0947,32.5705,
0.0285333,22.0947,32.3447,
0.0288,22.1252,32.1191,
0.0290667,22.1252,31.8839,
0.0293333,22.1252,31.6339,
0.0296,22.0642,31.3907,
0.0298667,22.1252,31.1456,
0.0301333,22.0642,30.8945,
0.0304,22.0947,30.639,
0.0306667,22.0947,30.3882,
0.0309333,22.1252,30.1212,
0.0312,22.1252,29.8557,
0.0314667,22.0947,29.6002,
0.0317333,22.0642,29.325,
0.032,22.0642,29.0463,
0.0322667,22.0947,28.7762,
0.0325333,22.0642,28.5056,
0.0328,22.0947,28.2199,
0.0330667,22.1558,27.9395,
0.0333333,22.0947,27.659,
0.0336,22.0642,27.3752,
0.0338667,22.1252,27.0898,
0.0341333,22.0642,26.7993,
0.0344,22.0947,26.5143,
0.0346667,22.1252,26.2292,
0.0349333,22.0947,25.9283,
0.0352,22.0642,25.6235,
0.0354667,22.0642,25.3189,
0.0357333,22.0642,25.0186,
0.036,22.0947,24.7125,
0.0362667,22.0947,24.4125,
0.0365333,22.1252,24.1068,
0.0368,22.0337,23.8062,
0.0370667,22.0642,23.501,
0.0373333,22.0642,23.1897,
0.0376,22.0337,22.8894,
0.0378667,22.0642,22.5888,
0.0381333,22.0642,22.2836,
0.0384,22.0947,21.9714,
0.0386667,22.1252,21.6571,
0.0389333,22.1252,21.3467,
0.0392,22.0337,21.0358,
0.0394667,22.0337,20.7193,
0.0397333,22.0337,20.4022,
0.04,22.0642,20.0812,
0.0402667,22.0032,19.7659,
0.0405333,22.0337,19.4495,
0.0408,22.0032,19.1293,
0.0410667,22.0032,18.8016,
0.0413333,21.9727,18.486,
0.0416,22.0947,18.1613,
0.0418667,21.9421,17.8412,
0.0421333,22.0032,17.5247,
0.0424,21.9727,17.2046,
0.0426667,21.8811,16.8839,
0.0429333,21.8506,16.5637,
0.0432,21.8811,16.2372,
0.0434667,21.9116,15.9122,
0.0437333,21.8811,15.5875,
0.044,21.7896,15.2634,
0.0442667,21.8506,14.9478,
0.0445333,21.698,14.628,
0.0448,21.698,14.3024,
0.0450667,21.6675,13.9874,
0.0453333,21.698,13.6581,
0.0456,21.6675,13.3365,
0.0458667,21.6064,13.0203,
0.0461333,21.5759,12.7048,
0.0464,21.4233,12.3944,
0.0466667,21.3928,12.0889,
0.0469333,21.3928,11.7734,
0.0472,21.3318,11.4661,
0.0474667,21.3013,11.1606,
0.0477333,21.2708,10.8597,
0.048,21.1182,10.5637,
0.0482667,21.2097,10.2692,
0.0485333,21.1182,9.98169,
0.0488,21.0876,9.70673,
0.0490667,21.0266,9.43146,
0.0493333,20.874,9.17023,
0.0496,20.874,8.90411,
0.0498667,20.874,8.64777,
0.0501333,20.7825,8.39722,
0.0504,20.7214,8.15735,
0.0506667,20.6604,7.9361,
0.0509333,20.5994,7.71606,
0.0512,20.5688,7.49176,
0.0514667,20.4468,7.29187,
0.0517333,20.5078,7.0874,
0.052,20.4163,6.90247,
0.0522667,20.3247,6.71783,
0.0525333,20.2942,6.54999,
