30,3.1,13.7,2.3,15.7
31,3.1,15,2.3,19.3
33,3.1,16.7,2.3,15.9
42,3.1,14.9,2.3,12.7
26,3.1,14.9,2.3,21.1
27,3.1,17.3,2.3,22.2
41,3.1,12.6,2.3,17.2
52,3.1,14.9,2.3,12.3
22,3.1,18.8,2.3,16
