0	21.4233	4.80652	3.23975	
0.000533333	21.5149	4.93368	3.23975	
0.00106667	21.5149	4.95402	3.23822	
0.0016	21.4844	5.1473	3.23822	
0.00213333	21.5149	5.06592	3.24097	
0.00266667	21.5149	5.06592	3.24097	
0.0032	21.5759	4.91333	3.24402	
0.00373333	21.5454	4.87264	3.24402	
0.00426667	21.6675	4.80143	3.23608	
0.0048	21.637	4.83195	3.23608	
0.00533333	21.6675	4.80143	3.25317	
0.00586667	21.5759	4.86247	3.25317	
0.0064	21.6064	4.76074	3.25317	
0.00693333	21.698	4.6285	3.25317	
0.00746667	21.6675	4.59798	3.23944	
0.008	21.637	4.55729	3.23944	
0.00853333	21.6675	4.6285	3.24585	
0.00906667	21.698	4.52677	3.24585	
0.0096	21.6675	4.49626	3.23639	
0.0101333	21.698	4.37419	3.23639	
0.0106667	21.6675	4.3335	3.23853	
0.0112	21.698	4.60815	3.23853	
0.0117333	21.698	4.8116	3.24554	
0.0122667	21.698	4.86247	3.24554	
0.0128	21.6675	4.6285	3.25134	
0.0133333	21.698	4.64884	3.25134	
0.0138667	21.698	4.77091	3.23242	
0.0144	21.6064	5.06592	3.23242	
0.0149333	21.698	5.28971	3.2547	
0.0154667	21.637	5.62541	3.2547	
0.016	21.698	5.64575	3.23792	
0.0165333	21.6064	5.80851	3.23792	
0.0170667	21.5759	6.08317	3.23669	
0.0176	21.4844	6.55111	3.23669	
0.0181333	21.4844	7.23267	3.24829	
0.0186667	21.4233	7.78198	3.24829	
0.0192	21.3928	8.45337	3.24127	
0.0197333	21.2097	8.92131	3.24127	
0.0202667	21.2097	9.552	3.23853	
0.0208	21.0571	10.3658	3.23853	
0.0213333	20.9045	11.5356	3.2489	
0.0218667	20.752	12.6953	3.2489	
0.0224	20.6299	13.916	3.23975	
0.0229333	20.5078	15.1062	3.23975	
0.0234667	20.3247	16.744	3.24219	
0.024	20.1111	18.1071	3.24219	
0.0245333	19.928	19.3583	3.24524	
0.0250667	19.7754	20.5282	3.24524	
0.0256	19.5618	21.8201	3.25348	
0.0261333	19.3176	23.3053	3.25348	
0.0266667	19.0735	24.5463	3.25317	
0.0272	18.7683	25.9196	3.25317	
0.0277333	18.6157	26.8656	2.95685	
0.0282667	18.4631	28.005	2.95685	
0.0288	18.219	29.1748	3.24738	
0.0293333	17.9443	30.4871	3.24738	
0.0298667	17.7307	30.9957	3.23334	
0.0304	17.4561	31.5552	3.23334	
0.0309333	17.334	32.8267	2.41791	
