0	21.8658	26.9012	0.0125122	-0.00274658	
0.000533333	21.8608	26.9368	0.0125122	-0.00152588	
0.00106667	21.8709	27.1606	-0.000305176	0	
0.0016	21.8404	27.3234	-0.000305176	-0.000610352	
0.00213333	21.8201	27.4556	0.00457764	-0.000305176	
0.00266667	21.759	27.2115	0.00457764	0.000610352	
0.0032	21.7387	27.0386	-0.00335693	-0.000305176	
0.00373333	21.6777	26.9572	-0.00335693	-0.000305176	
0.00426667	21.637	27.1606	0.0106812	-0.000915527	
0.0048	21.5759	27.4251	0.0106812	-0.000915527	
0.00533333	21.5149	27.3336	-0.0292969	0.000305176	
0.00586667	21.403	27.3132	-0.0292969	-0.00213623	
0.0064	21.2911	27.3743	0.0247192	-0.00213623	
0.00693333	21.169	27.4556	0.0247192	-0.000305176	
0.00746667	21.0673	27.3438	-0.00152588	0.000915527	
0.008	20.9045	27.2013	-0.00152588	0.00183105	
0.00853333	20.7621	27.3539	-0.00762939	-0.000305176	
0.00906667	20.5994	27.5065	-0.00762939	-0.0012207	
0.0096	20.4773	27.476	0.0106812	-0.000305176	
0.0101333	20.3349	27.415	0.0106812	0.000305176	
0.0106667	20.1721	27.5065	-0.0341797	0	
0.0112	19.989	27.4862	-0.0341797	-0.000305176	
0.0117333	19.8059	27.5981	-0.00427246	-0.00274658	
0.0122667	19.6635	27.4658	-0.00427246	-0.000915527	
0.0128	19.4804	27.4862	-0.00610352	-0.000305176	
0.0133333	19.2769	27.5675	-0.00610352	-0.000915527	
0.0138667	19.0837	27.5981	0.00335693	-0.000305176	
0.0144	18.9311	27.6082	0.00335693	-0.000305176	
0.0149333	18.7887	27.5879	-0.00640869	0	
0.0154667	18.6157	27.5981	-0.00640869	0	
0.016	18.4428	27.5777	0.00640869	-0.000305176	
0.0165333	18.2902	27.3641	0.00640869	0.00152588	
0.0170667	18.1681	27.3641	-0.0137329	-0.000305176	
0.0176	18.0461	27.3539	-0.0137329	-0.000610352	
0.0181333	17.9545	27.1606	0.0845337	-0.0012207	
0.0186667	17.8324	27.2827	0.0845337	0.000305176	
0.0192	17.7205	27.2929	0.0296021	0.00549316	
0.0197333	17.5883	27.3539	0.0296021	0.00183105	
0.0202667	17.5171	27.1403	0.0387573	0.00152588	
0.0208	17.4255	27.2522	0.0387573	0.00396729	
0.0213333	17.3442	27.3438	0.045166	0.00274658	
0.0218667	17.2221	27.2827	0.045166	-0.00274658	
0.0224	17.1712	27.1708	-0.0567627	0.00366211	
0.0229333	17.1	26.7232	-0.0567627	0	
0.0234667	17.0492	25.9705	0.0515747	-0.00457764	
0.024	16.9881	25.1465	0.0515747	0.000305176	
0.0245333	16.9373	24.4242	-0.0708008	0.00335693	
0.0250667	16.9474	23.8749	-0.0708008	-0.00152588	
0.0256	16.9067	22.8577	-0.00823975	-0.00518799	
0.0261333	16.8762	21.7489	-0.00823975	0.000610352	
0.0266667	16.805	20.3552	0.00457764	-0.000915527	
0.0272	16.7643	18.9209	0.00457764	0.000610352	
0.0277333	16.7236	17.4357	-0.0210571	-0.000305176	
0.0282667	16.7033	15.8691	-0.0210571	0.00183105	
0.0288	16.6931	14.3026	0.0170898	-0.0012207	
0.0293333	16.6829	12.6444	0.0170898	0.00183105	
0.0298667	16.6423	11.0982	0.00671387	0.00152588	
0.0304	16.6117	9.73511	0.00671387	-0.00335693	
0.0309333	16.5812	8.69751	0.0637817	0	
0.0314667	16.5609	7.57853	0.0637817	0	
0.032	16.5609	6.57145	0.00152588	0.00366211	
0.0325333	16.5609	5.58472	0.00152588	0.00213623	
0.0330667	16.5914	4.82178	-0.00457764	-0.000305176	
0.0336	16.5507	3.87573	-0.00457764	-0.00274658	
0.0341333	16.5304	2.91951	0.0299072	-0.000610352	
0.0346667	16.4693	2.06502	0.0299072	-0.000610352	
0.0352	16.4591	1.27157	-0.0759888	0.00152588	
0.0357333	16.4388	0.773112	-0.0759888	0.000305176	
0.0362667	16.449	0.203451	-0.0616455	-0.00549316	
0.0368	16.4388	0.0101725	-0.0616455	-0.000305176	
0.0373333	16.4591	-0.233968	0.0241089	-0.00427246	
0.0378667	16.4185	-0.223796	0.0241089	0.000305176	
0.0384	16.4185	-0.284831	0.00946045	0.0012207	
0.0389333	16.3879	-0.264486	0.00946045	0.000305176	
0.0394667	16.3879	-0.264486	0.00854492	0	
0.04	16.3879	-0.172933	0.00854492	0.000610352	
0.0405333	16.3778	-0.12207	-0.0488281	0	
0.0410667	16.4083	0.0915527	-0.0488281	-0.000305176	
0.0416	16.3879	0.132243	-0.00762939	-0.00274658	
0.0421333	16.3778	0.132243	-0.00762939	-0.0012207	
